first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost
Mesut,Özil,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,68
Sokratis,Papastathopoulos,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,49
David,Luiz Moreira Marinho,0,0,7,319,5,9.8,66.6,21.0,0,51,9.7,0,0,0,0.9,55
Pierre-Emerick,Aubameyang,2,1,30,716,10,147.8,133.4,151.0,1,111,43.2,2,0,2,12.9,117
Cédric,Soares,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,47
Alexandre,Lacazette,3,0,27,485,5,73.8,126.4,186.0,3,88,38.3,2,0,1,3.2,84
Shkodran,Mustafi,0,0,2,44,1,1.0,11.6,0.0,0,13,1.3,0,0,0,0.0,50
Bernd,Leno,0,0,28,720,10,0.0,171.2,0.0,2,150,17.1,2,0,0,9.0,50
Granit,Xhaka,0,0,10,407,6,33.8,51.8,29.0,0,47,11.4,1,0,1,0.5,53
Pablo,Marí,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44
Héctor,Bellerín,0,3,34,720,10,91.4,126.6,49.0,6,152,26.8,2,0,3,8.3,51
Calum,Chambers,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Sead,Kolasinac,0,0,2,90,1,5.4,3.6,4.0,0,9,1.3,0,0,0,0.2,48
Ainsley,Maitland-Niles,0,0,9,187,3,4.3,20.2,7.0,0,35,3.2,1,0,0,1.0,48
Rob,Holding,0,0,15,450,7,3.6,96.8,4.0,0,100,10.4,2,0,1,1.3,44
Kieran,Tierney,0,0,20,620,9,97.8,111.6,31.0,0,121,24.1,2,0,0,5.2,54
Nicolas,Pépé,1,0,13,227,6,22.5,41.2,82.0,0,37,14.6,0,0,0,0.8,76
Lucas,Torreira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,47
Joseph,Willock,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,48
Reiss,Nelson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,52
Edward,Nketiah,1,0,15,145,3,25.4,48.0,66.0,3,51,13.7,0,0,0,0.6,56
Emile,Smith Rowe,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,44
Bukayo,Saka,1,0,18,508,6,65.3,90.4,190.0,1,71,34.6,2,0,0,2.8,53
Matteo,Guendouzi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,47
Gabriel Teodoro,Martinelli Silva,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49
William,Saliba,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.8,41
Willian,Borges Da Silva,0,3,27,511,6,133.7,59.4,58.0,2,94,25.2,2,0,0,4.7,77
Gabriel,Magalhães,1,0,31,630,7,7.0,182.6,85.0,5,143,27.5,2,0,1,11.3,51
Daniel,Ceballos Fernández,0,1,17,437,6,142.3,119.8,25.0,3,103,28.8,1,0,1,1.3,49
Mohamed Naser,El Sayed Elneny,0,0,12,450,7,38.8,59.4,24.0,0,74,12.2,2,0,0,1.6,44
Matt,Macey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.4,40
Rúnar Alex,Rúnarsson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Thomas,Partey,0,0,6,232,2,20.2,42.8,27.0,0,42,9.0,1,0,1,1.0,50
Emiliano,Martínez,0,0,40,630,9,0.0,198.6,0.0,4,168,19.8,4,0,0,27.4,48
Tom,Heaton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Ahmed,El Mohamady,0,0,2,33,0,15.9,7.6,4.0,0,8,2.8,0,0,0,0.3,44
Henri,Lansbury,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44
Neil,Taylor,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,43
Jed,Steer,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,5.4,40
Conor,Hourihane,1,1,17,137,0,77.7,62.2,23.0,3,57,16.3,2,0,0,0.2,60
José Ignacio,Peleteiro Romallo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,59
Ørjan,Nyland,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,8.3,40
Bjorn,Engels,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44
Jack,Grealish,4,6,60,630,9,249.6,295.0,440.0,5,208,98.3,4,0,1,38.4,75
John,McGinn,1,4,34,630,9,192.8,160.4,82.0,2,129,43.5,4,0,3,2.3,55
Kortney,Hause,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44
Mahmoud Ahmed,Ibrahim Hassan,0,1,21,552,6,96.2,108.2,186.0,0,74,38.9,4,0,0,0.9,53
Tyrone,Mings,2,1,42,630,9,25.8,208.4,100.0,3,166,33.6,4,0,2,13.0,53
Matt,Targett,0,1,29,630,9,89.6,77.2,42.0,2,129,21.0,4,0,2,2.5,45
James,Bree,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Marvelous,Nakamba,0,0,1,13,0,0.6,8.4,7.0,0,4,1.7,0,0,1,0.4,44
Anwar,El Ghazi,0,0,1,2,0,0.3,1.2,0.0,0,2,0.2,0,0,0,0.1,58
Ezri,Konsa Ngoyo,1,0,35,630,9,1.5,137.4,79.0,3,142,21.8,4,0,0,7.7,47
Frédéric,Guilbert,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44
Wesley,Moraes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,60
Mbwana,Samatta,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,59
Keinan,Davis,0,0,1,28,0,12.9,4.4,6.0,0,3,2.3,0,0,0,8.0,43
Indiana,Vassilev,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,44
Douglas Luiz,Soares de Paulo,0,1,19,615,9,89.8,103.6,42.0,0,82,23.7,4,0,2,0.3,49
Ross,Barkley,2,1,31,490,9,223.9,148.8,205.0,4,113,57.8,2,0,0,4.3,60
Matthew,Cash,0,0,24,595,9,64.4,135.6,20.0,1,133,22.0,4,0,3,0.7,50
Ollie,Watkins,6,1,47,630,9,120.2,263.2,332.0,6,182,71.5,4,0,0,8.4,61
Bertrand,Traoré,0,0,5,70,3,2.8,5.8,55.0,0,13,6.3,0,0,0,0.0,59
Jacob,Ramsey,0,0,1,13,0,0.0,0.0,0.0,0,4,0.0,0,0,0,0.1,45
Glenn,Murray,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,48
Adam,Lallana,0,0,15,470,7,130.9,42.0,95.0,0,63,26.5,2,0,0,0.4,62
Pascal,Groß,0,1,14,252,4,143.7,71.6,64.0,1,62,28.0,1,0,0,0.1,58
Shane,Duffy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44
Davy,Pröpper,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,48
Aaron,Mooy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50
Dan,Burn,0,0,11,383,4,26.6,37.8,29.0,0,55,9.4,1,0,1,0.4,44
Lewis,Dunk,0,0,5,450,11,17.3,59.2,38.0,1,62,11.5,1,1,1,2.8,48
Martín,Montoya,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Florin,Andone,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,48
Solomon,March,1,1,26,570,12,157.6,127.8,116.0,2,113,40.2,2,0,0,0.9,50
Adam,Webster,0,0,18,720,14,38.0,95.2,99.0,0,110,23.2,2,0,1,1.8,44
Joël,Veltman,0,0,12,307,5,47.0,66.4,4.0,3,65,11.9,1,0,0,0.4,43
Neal,Maupay,4,1,38,630,12,82.6,187.2,357.0,5,135,62.6,2,0,0,4.1,64
Leandro,Trossard,1,2,27,588,13,155.0,85.6,139.0,1,82,37.8,2,0,1,1.3,60
Mathew,Ryan,0,0,17,630,12,0.3,62.0,0.0,0,100,6.2,2,0,1,13.7,45
Alireza,Jahanbakhsh,0,1,6,35,1,42.8,32.6,28.0,0,32,10.3,0,0,1,0.0,54
José,Izquierdo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55
Matthew,Clarke,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44
Ben,White,0,0,18,708,14,34.6,128.4,10.0,0,125,17.5,2,0,1,1.3,45
Bernardo,Fernandes da Silva Junior,0,0,1,25,1,1.1,4.2,2.0,0,3,0.7,0,0,0,8.6,39
Yves,Bissouma,1,0,18,628,11,40.4,88.2,71.0,2,75,19.7,2,1,2,3.5,45
Tariq,Lamptey,1,3,29,630,12,125.6,133.4,138.0,2,123,39.8,1,0,2,12.8,48
Aaron,Connolly,1,1,18,288,7,34.3,56.4,69.0,2,49,15.9,1,0,0,0.5,54
Steven,Alzate,0,0,9,350,11,89.8,48.0,23.0,0,59,16.1,1,0,1,0.8,45
Alexis,Mac Allister,1,0,11,43,1,2.7,43.4,7.0,3,29,5.3,0,0,0,0.0,53
Christian,Walton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.1,40
Jason,Steele,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.8,40
Jayson,Molumby,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Andi,Zeqiri,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50
Danny,Welbeck,0,0,3,101,0,33.1,7.4,69.0,0,10,11.0,1,0,0,0.1,55
Robert,Sánchez,0,0,1,90,2,0.0,19.0,0.0,0,12,1.9,0,0,0,0.0,45
Dale,Stephens,0,0,5,202,4,7.3,23.8,21.0,0,27,5.3,0,0,0,6.3,44
James,Tarkowski,0,0,15,450,7,22.0,97.0,81.0,0,72,20.1,2,0,1,2.5,54
Phil,Bardsley,0,0,1,270,8,12.9,31.4,6.0,0,24,5.1,0,0,2,0.3,45
Erik,Pieters,0,0,4,140,3,2.0,7.6,17.0,0,19,2.6,1,0,0,0.4,43
Jack,Cork,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50
Kevin,Long,0,0,11,540,12,11.5,94.2,16.0,1,76,12.2,1,0,2,0.2,45
Jay,Rodriguez,0,0,5,153,5,24.0,12.2,23.0,0,16,6.0,0,0,1,0.3,58
Ashley,Barnes,0,0,9,381,7,78.0,20.2,117.0,0,5,21.4,2,0,1,0.1,60
Ben,Mee,0,0,8,90,0,0.1,33.8,4.0,2,29,3.8,1,0,0,0.2,49
Ashley,Westwood,1,0,21,630,12,127.4,109.4,36.0,1,111,27.3,2,0,1,0.5,53
Johann Berg,Gudmundsson,0,0,6,173,2,19.9,14.4,21.0,0,18,5.6,1,0,0,0.0,54
Chris,Wood,1,0,18,623,12,24.9,49.6,191.0,0,29,25.9,2,0,0,1.0,62
Matthew,Lowton,0,0,9,270,4,21.8,43.8,1.0,0,53,6.7,1,0,0,0.1,44
Matej,Vydra,0,0,6,130,2,27.4,9.6,67.0,0,18,10.4,0,0,0,0.7,49
Ben,Gibson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39
Robbie,Brady,0,0,6,167,1,5.7,23.8,23.0,0,24,5.3,1,0,0,0.0,50
Nick,Pope,0,0,29,630,12,0.0,169.2,0.0,5,126,16.9,2,0,0,10.7,54
Charlie,Taylor,0,1,22,630,12,66.8,119.6,11.0,2,122,19.7,2,0,1,3.1,45
Josh,Brownhill,0,0,15,630,12,91.8,67.0,55.0,0,89,21.4,2,0,1,0.0,50
Bailey,Peacock-Farrell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.4,40
Dwight,McNeil,0,1,18,630,12,152.0,101.0,16.0,0,91,27.0,2,0,1,0.4,58
Jimmy,Dunne,1,0,8,180,5,21.2,66.2,38.0,0,35,12.6,0,0,0,6.7,40
Bobby,Thomas,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,40
Josh,Benson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Anthony,Driscoll-Glennon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40
Mace,Goodridge,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Will,Norris,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40
Max,Thompson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Lewis,Richardson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Willy,Caballero,0,0,1,90,3,0.0,4.2,0.0,0,7,0.4,0,0,0,0.2,48
César,Azpilicueta,0,1,17,320,3,39.2,71.8,33.0,0,72,14.4,2,0,1,3.5,58
Olivier,Giroud,0,0,3,33,0,3.9,1.0,6.0,0,8,1.1,0,0,0,0.6,67
Marcos,Alonso,0,0,2,225,6,28.1,37.0,20.0,0,36,8.5,0,0,1,1.7,57
Jorge Luiz,Frello Filho,3,2,37,455,6,65.0,175.2,77.0,4,134,31.8,2,0,0,10.6,52
Mateo,Kovacic,0,1,9,200,6,26.6,34.6,14.0,0,43,7.5,0,0,0,0.2,53
Antonio,Rüdiger,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,46
Kurt,Zouma,3,0,48,630,7,15.7,231.8,95.0,6,174,34.3,3,0,0,17.6,54
Emerson,Palmieri dos Santos,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,48
Kepa,Arrizabalaga,0,0,6,270,6,0.0,50.8,0.0,0,40,5.0,0,0,0,0.7,48
N'Golo,Kanté,0,1,21,712,10,58.5,128.4,19.0,0,128,20.7,3,0,1,3.3,49
Hakim,Ziyech,1,3,27,189,2,114.2,101.2,34.0,6,87,25.0,1,0,0,16.5,82
Andreas,Christensen,0,0,0,315,9,4.1,70.0,20.0,0,41,9.5,0,1,1,0.2,48
Timo,Werner,4,2,43,695,9,97.3,192.2,327.0,5,169,61.7,3,0,0,24.8,94
Tammy,Abraham,2,2,27,377,5,71.6,113.0,224.0,2,92,41.0,2,0,0,2.3,72
Christian,Pulisic,0,0,6,173,2,14.1,26.4,72.0,0,20,11.3,1,0,0,1.9,82
Mason,Mount,1,2,27,539,9,167.4,143.2,186.0,2,120,49.7,1,0,0,4.5,68
Fikayo,Tomori,0,0,0,45,2,0.1,26.6,0.0,0,8,2.7,0,0,0,0.2,47
Callum,Hudson-Odoi,1,0,11,154,0,70.4,49.6,53.0,0,47,17.3,1,0,0,0.3,57
Reece,James,1,1,33,543,8,161.2,181.4,65.0,6,158,41.0,2,0,1,12.4,50
Billy,Gilmour,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44
Benjamin,Chilwell,2,2,41,450,4,178.8,200.0,127.0,3,159,50.7,3,0,1,29.2,60
Thiago,Thiago,1,0,28,432,4,18.0,159.6,52.0,1,124,23.0,3,0,0,3.5,55
Kai,Havertz,1,2,26,550,7,126.4,109.0,84.0,0,92,32.0,3,0,1,4.0,83
Edouard,Mendy,0,0,21,360,1,0.0,43.8,0.0,0,84,4.4,3,0,0,6.6,51
Karlo,Ziger,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40
Michy,Batshuayi,0,2,14,279,3,15.0,37.8,109.0,0,35,16.0,1,0,0,0.8,58
Gary,Cahill,0,0,2,90,1,0.0,26.0,0.0,0,14,2.6,0,0,0,0.1,45
Wayne,Hennessey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,44
Mamadou,Sakho,0,0,4,275,8,1.6,36.6,6.0,0,33,4.5,0,0,0,0.3,45
Vicente,Guaita,0,0,21,720,12,0.0,153.6,0.0,3,116,15.4,1,0,2,4.0,50
James,Tomkins,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
James,McArthur,0,0,11,518,7,46.9,85.6,15.0,0,53,14.8,1,0,2,0.1,53
James,McCarthy,0,0,9,329,5,25.0,52.2,8.0,0,47,8.5,1,0,1,1.4,45
Christian,Benteke,0,0,4,21,1,0.6,4.2,10.0,0,11,1.5,0,0,0,0.2,55
Cheikhou,Kouyaté,1,0,24,720,12,12.2,165.0,65.0,2,111,24.3,1,0,0,0.6,50
Joel,Ward,0,0,9,450,8,15.7,66.8,4.0,0,46,8.7,1,0,2,0.9,44
Martin,Kelly,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,42
Connor,Wickham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,45
Andros,Townsend,1,2,32,681,12,186.0,180.8,81.0,4,111,44.8,1,0,0,2.4,59
Luka,Milivojevic,0,0,5,223,6,49.5,30.8,2.0,0,32,8.1,0,1,0,0.3,56
Patrick,van Aanholt,0,1,6,198,4,31.1,30.4,52.0,0,29,11.4,0,0,1,0.7,54
Jordan,Ayew,1,1,20,443,8,20.2,65.8,107.0,2,48,19.3,1,0,0,1.8,57
Wilfried,Zaha,5,2,54,720,12,162.8,243.6,346.0,8,144,75.3,1,0,2,29.9,74
Jeffrey,Schlupp,0,1,18,399,2,62.8,77.2,61.0,1,64,20.1,4,0,1,0.1,54
Max,Meyer,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,48
Jairo,Riedewald,1,0,17,360,6,31.1,95.6,17.0,1,65,14.5,1,0,0,1.7,44
Nathan,Ferguson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.8,39
Tyrick,Mitchell,0,1,15,540,9,12.8,90.2,19.0,0,71,12.2,1,0,1,20.1,41
Brandon,Pierrick,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44
Scott,Dann,1,0,18,360,4,1.6,104.2,59.0,1,74,16.5,1,0,0,0.9,44
Eberechi,Eze,1,1,21,317,9,69.1,97.6,91.0,3,73,25.8,0,0,0,0.5,58
Sam,Woods,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,40
Ryan,Inniss,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40
Nathaniel,Clyne,0,0,9,251,3,17.8,31.8,18.0,0,49,6.8,1,0,0,0.2,45
Stephen,Henderson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,40
Jack,Butland,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Fabian,Delph,0,0,4,154,3,17.5,20.8,1.0,0,29,3.9,0,0,0,0.0,49
Gylfi,Sigurdsson,0,1,14,382,8,95.8,68.0,76.0,0,61,24.0,0,0,0,0.9,68
Jonas,Lössl,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44
Seamus,Coleman,0,1,16,447,8,46.1,112.4,34.0,1,97,19.3,1,0,0,1.0,49
Cenk,Tosun,0,0,1,31,2,10.8,2.2,2.0,0,3,1.5,0,0,1,0.0,60
Bernard,Anício Caldeira Duarte,1,0,9,165,4,71.2,67.2,24.0,1,37,16.2,0,0,1,0.2,58
Lucas,Digne,0,3,26,611,12,177.4,154.6,38.0,7,138,37.1,1,1,0,12.7,61
Michael,Keane,2,0,27,720,14,24.0,208.8,84.0,1,152,31.7,1,0,0,5.9,51
Jordan,Pickford,0,0,18,630,12,10.0,149.4,0.0,1,115,16.0,1,0,0,7.0,49
André Filipe,Tavares Gomes,0,0,9,362,6,47.3,26.6,22.0,0,33,9.1,1,0,1,0.3,54
Alex,Iwobi,0,2,14,182,6,53.0,42.8,34.0,0,45,13.0,0,0,0,0.2,59
Jonjoe,Kenny,0,0,2,75,1,6.6,9.0,8.0,0,11,2.4,0,0,0,0.1,43
Jean-Philippe,Gbamin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50
Yerry,Mina,1,0,19,630,11,4.7,161.6,59.0,1,119,22.5,1,0,1,2.1,55
Tom,Davies,0,0,4,92,2,2.8,22.2,0.0,0,24,2.5,0,0,0,0.1,53
Dominic,Calvert-Lewin,8,1,57,698,14,73.1,307.2,431.0,7,223,81.1,1,0,1,57.6,78
Mason,Holgate,0,0,0,90,3,0.3,22.0,0.0,0,18,2.2,0,0,1,0.1,48
Richarlison,de Andrade,1,3,22,382,5,52.2,107.6,193.0,4,84,35.1,1,1,1,3.9,78
João,Virgínia,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44
Anthony,Gordon,0,0,1,32,0,1.2,4.2,2.0,0,4,0.7,0,0,0,0.5,43
Moise,Kean,0,0,2,13,0,1.3,0.0,11.0,0,1,0.9,0,0,0,0.2,58
Jarrad,Branthwaite,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,2.4,39
Allan,Marques Loureiro,0,0,12,630,12,49.7,120.0,8.0,0,82,17.8,1,0,3,1.0,54
James,Rodríguez,3,3,43,588,10,248.3,228.2,151.0,5,182,62.9,1,0,1,29.3,79
Abdoulaye,Doucouré,0,1,16,648,14,108.9,110.6,115.0,0,111,33.4,1,0,3,1.1,53
Niels,Nkounkou,0,0,1,68,1,5.3,13.8,1.0,0,6,2.0,0,0,1,0.2,40
Ben,Godfrey,0,0,2,149,3,11.9,31.4,0.0,0,20,4.4,0,0,0,0.1,50
Robin,Olsen,0,0,1,90,2,0.0,18.8,0.0,0,11,1.9,0,0,0,0.1,45
Ellis,Simms,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Ruben,Loftus-Cheek,0,0,7,220,4,24.2,18.4,57.0,0,31,9.9,1,0,1,0.2,59
Fabricio,Agosto Ramírez,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.7,40
Kevin,McDonald,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,47
Maxime,Le Marchand,0,0,1,122,1,1.6,12.6,1.0,0,12,1.6,0,0,2,0.1,43
Stefan,Johansen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,47
Tom,Cairney,1,0,20,630,11,238.8,147.0,78.0,2,133,46.4,1,0,2,0.2,53
Tim,Ream,0,0,7,450,10,4.7,82.6,0.0,0,78,8.8,0,0,0,0.2,44
Anthony,Knockaert,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,51
Michael,Hector,0,0,0,237,10,11.3,38.8,18.0,0,33,6.7,0,0,1,0.2,43
Cyrus,Christie,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,43
Neeskens,Kebano,0,0,5,115,3,14.6,1.4,47.0,0,11,5.9,0,0,0,0.1,48
Bobby,Decordova-Reid,2,0,19,386,4,32.9,83.2,140.0,2,85,25.5,2,0,2,0.2,53
Joe,Bryan,0,1,7,337,11,50.6,62.2,25.0,0,64,13.8,0,0,1,0.4,48
Marcus,Bettinelli,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44
Aleksandar,Mitrović,2,2,28,657,12,119.0,134.0,310.0,3,70,55.0,1,0,2,6.9,57
Alfie,Mawson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44
Marek,Rodák,0,0,1,90,3,0.0,18.2,0.0,0,11,1.8,0,0,0,0.4,44
Ivan Ricardo,Neves Abreu Cavaleiro,0,0,11,432,12,122.5,38.0,53.0,0,43,21.3,0,0,1,0.1,53
Josh,Onomah,0,0,3,131,7,7.4,12.0,2.0,0,7,2.1,0,0,0,0.1,47
Jean Michaël,Seri,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,46
Aboubakar,Kamara,0,0,2,214,8,43.3,10.8,32.0,0,-4,8.0,0,1,1,0.1,48
André-Frank,Zambo Anguissa,0,1,18,632,12,112.3,143.2,95.0,0,114,35.2,1,0,1,1.9,45
Zeze Steven,Sessegnon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,43
Harrison,Reed,0,1,10,305,8,60.8,65.8,10.0,0,64,13.6,0,0,1,0.6,45
Antonee,Robinson,0,0,14,450,5,119.7,107.4,27.0,1,82,25.5,1,0,0,0.1,44
Mario,Lemina,0,0,5,152,3,17.6,29.2,8.0,0,23,5.6,0,0,0,0.4,45
Alphonse,Areola,0,0,21,630,12,0.0,215.8,0.0,0,129,21.4,1,0,0,1.4,45
Kenny,Tete,0,1,2,128,6,67.5,53.0,4.0,0,29,12.4,0,0,1,0.1,43
Denis,Odoi,0,0,1,270,10,20.8,35.4,8.0,0,34,6.4,0,0,1,0.1,43
Ademola,Lookman,1,0,15,382,4,115.2,99.6,157.0,3,48,37.2,1,0,1,0.5,50
Ola,Aina,1,0,22,450,5,61.8,115.6,13.0,3,92,18.9,1,0,0,0.2,45
Joachim,Andersen,0,0,8,180,1,1.2,22.4,5.0,0,34,2.8,1,0,0,0.0,45
Tosin,Adarabioyo,0,0,11,360,4,1.8,58.8,30.0,0,59,9.2,1,0,0,0.0,45
Terence,Kongolo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44
Wes,Morgan,0,0,3,16,0,0.1,3.0,0.0,0,9,0.3,0,0,0,0.1,44
Kasper,Schmeichel,0,0,34,720,9,0.0,187.6,0.0,3,147,18.8,3,0,0,11.5,55
Christian,Fuchs,0,0,16,280,2,5.8,63.6,9.0,2,61,7.8,2,0,1,0.2,45
Jonny,Evans,0,0,13,439,5,5.4,75.2,6.0,0,66,8.7,2,0,4,0.3,55
Adrien,Silva,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,44
Marc,Albrighton,0,0,6,170,1,50.4,34.0,4.0,0,28,8.8,0,0,0,0.1,53
Matty,James,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,43
Danny,Ward,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,44
Jamie,Vardy,8,2,59,558,8,50.9,311.4,298.0,10,234,66.2,2,0,0,22.9,101
Dennis,Praet,1,2,28,491,4,80.4,98.4,76.0,1,92,25.2,3,0,0,0.4,55
Ricardo Domingos,Barbosa Pereira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,59
Daniel,Amartey,0,0,0,144,4,1.8,22.4,0.0,0,19,2.4,0,0,1,0.9,39
Youri,Tielemans,3,0,34,720,9,89.7,199.6,92.0,3,153,38.1,3,0,3,2.3,64
Ayoze,Pérez,0,0,8,280,4,36.8,33.0,103.0,0,23,17.4,1,0,1,0.9,61
Demarai,Gray,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,53
James,Maddison,1,2,22,268,3,93.3,58.2,63.0,1,64,21.2,2,0,1,2.2,70
Kelechi,Iheanacho,0,0,4,101,1,38.1,8.6,29.0,0,12,7.6,1,0,0,0.3,56
Hamza,Choudhury,0,0,2,13,1,1.6,3.2,0.0,0,8,0.5,0,0,0,0.1,48
Harvey,Barnes,2,1,34,612,9,58.5,134.6,278.0,4,90,47.0,2,0,0,3.9,69
